Model: linear-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.40781211853027344, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.5932820439338684, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7843137383460999, loss: 0.6693168878555298, precision: 0.800000011920929, recall: 0.7843137383460999, f1score: 0.79207922031968
Model: leakyRelu-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.5526681542396545, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.6152675747871399, precision: 0.8600000143051147, recall: 0.843137264251709, f1score: 0.8514851602943794
Model: leakyRelu-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 0.5504604578018188, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: leakyRelu-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.843137264251709, loss: 0.59864342212677, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: linear-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.1535844802856445, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: linear-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.2569321393966675, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: linear-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 0.8607951998710632, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: linear-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 0.9143986701965332, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: linear-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9411764740943909, loss: 1.3863139152526855, precision: 0.9411764740943909, recall: 0.9411764740943909, f1score: 0.9411764740943909
Model: linear-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.3745015859603882, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: linear-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.5185987949371338, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: linear-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 2.1301610469818115, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: linear-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.911185622215271, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: linear-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.5996603965759277, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: linear-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.815509557723999, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: linear-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 2.063556671142578, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: linear-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.5819830894470215, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: linear-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.1124626398086548, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: linear-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.147039532661438, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: linear-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 2.2146992683410645, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: relu-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.3448989391326904, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: relu-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.1143368482589722, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.090903401374817, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: relu-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.4226741790771484, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: relu-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.075667142868042, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.680404782295227, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: relu-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.1134058237075806, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: relu-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.0582362413406372, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.559364914894104, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.9089672565460205, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.1218140125274658, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: relu-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.435711145401001, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.6993824243545532, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.9358395338058472, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.6518131494522095, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.7832670211791992, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.4260116815567017, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.8779776096343994, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.9027150869369507, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.248026967048645, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: relu-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.4818774461746216, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.210770845413208, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: relu-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.5191328525543213, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: relu-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.5818227529525757, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 2.470005512237549, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.4135245084762573, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.9054032564163208, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.6206756830215454, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 0.9661998152732849, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: tanh-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.2382441759109497, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.0742230415344238, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: tanh-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.41185462474823, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: tanh-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.5311641693115234, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 2.856353998184204, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.9810470342636108, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 2.115816354751587, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 2.389974594116211, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 2.2096145153045654, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: tanh-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.9539397954940796, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 2.9055511951446533, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.4183083772659302, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.77309250831604, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 2.3226189613342285, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: tanh-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.6919686794281006, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: tanh-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 2.114835500717163, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.573415994644165, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.5119856595993042, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: tanh-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.8350567817687988, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.6847845315933228, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: sigmoid-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.7496455907821655, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: sigmoid-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.6394342184066772, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.8299378156661987, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 0.9767084121704102, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: sigmoid-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.2436562776565552, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: sigmoid-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.24702787399292, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: sigmoid-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.0843721628189087, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: sigmoid-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.1943250894546509, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.7598817348480225, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: sigmoid-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.8225771188735962, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.540248990058899, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: sigmoid-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.5406407117843628, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: sigmoid-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.822124719619751, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 1.7565033435821533, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.5179030895233154, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.266363501548767, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: sigmoid-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.3237515687942505, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: sigmoid-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.1215546131134033, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.061740517616272, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: sigmoid-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 2.017988681793213, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: sigmoid-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.3009341955184937, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.3844586610794067, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: sigmoid-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.2789146900177002, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: leakyRelu-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.9508873224258423, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: leakyRelu-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.0905256271362305, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.5649911165237427, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: leakyRelu-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9215686321258545, loss: 1.6621981859207153, precision: 0.9215686321258545, recall: 0.9215686321258545, f1score: 0.9215686321258545
Model: leakyRelu-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.5591843128204346, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: leakyRelu-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.9412180185317993, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: leakyRelu-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.1649376153945923, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: leakyRelu-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.0331556797027588, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: leakyRelu-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.392554759979248, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: leakyRelu-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 1.574656367301941, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: leakyRelu-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.9211467504501343, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: leakyRelu-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.7727326154708862, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
