Model: linear-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7450980544090271, loss: 1.1100772619247437, precision: 0.7400000095367432, recall: 0.7254902124404907, f1score: 0.7326732803449807
Model: leakyRelu-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 0.8126178979873657, precision: 0.7142857313156128, recall: 0.686274528503418, f1score: 0.7000000179052353
Model: leakyRelu-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.6666666865348816, loss: 1.3868097066879272, precision: 0.6666666865348816, recall: 0.6666666865348816, f1score: 0.6666666865348816
Model: leakyRelu-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 1.0341095924377441, precision: 0.699999988079071, recall: 0.686274528503418, f1score: 0.6930693106234812
Model: leakyRelu-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 1.0889804363250732, precision: 0.7400000095367432, recall: 0.7254902124404907, f1score: 0.7326732803449807
Model: leakyRelu-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 0.8109327554702759, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: leakyRelu-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 1.2796804904937744, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: linear-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.843137264251709, loss: 4.916867256164551, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: linear-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.9677300453186035, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: linear-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 2.5423266887664795, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: linear-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 3.4902472496032715, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: linear-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 3.353353977203369, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: linear-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 2.361440896987915, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: linear-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 1.6357451677322388, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: linear-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 2.2756853103637695, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: linear-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 3.7678754329681396, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: linear-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 1.670750379562378, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: linear-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 1.5735050439834595, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: linear-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 3.3385980129241943, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: linear-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 3.181076765060425, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: linear-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.5623250007629395, precision: 0.8775510191917419, recall: 0.843137264251709, f1score: 0.8600000042796134
Model: linear-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8823529481887817, loss: 1.8876073360443115, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: linear-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.9019607901573181, loss: 3.313030242919922, precision: 0.9019607901573181, recall: 0.9019607901573181, f1score: 0.9019607901573181
Model: relu-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.843137264251709, loss: 5.336071968078613, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: relu-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 2.639308214187622, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: relu-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 3.1858069896698, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: relu-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 5.14752197265625, precision: 0.7799999713897705, recall: 0.7647058963775635, f1score: 0.7722772208513804
Model: relu-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 3.3835480213165283, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: relu-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 3.7872345447540283, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: relu-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 2.977071762084961, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: relu-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 2.2766852378845215, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: relu-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 4.448301315307617, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: relu-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 4.08668851852417, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: relu-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 4.3804030418396, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: relu-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 3.313633918762207, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: relu-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 2.9722394943237305, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: relu-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 4.278065204620361, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: relu-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 3.4934585094451904, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: relu-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.6470588445663452, loss: 4.152732849121094, precision: 0.6470588445663452, recall: 0.6470588445663452, f1score: 0.6470588445663452
Model: relu-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 2.4751360416412354, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: relu-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.686274528503418, loss: 2.830827236175537, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: relu-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 3.067154884338379, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: relu-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 3.1608121395111084, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: relu-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 4.541843414306641, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: relu-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 2.485618829727173, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: relu-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 2.594972610473633, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: relu-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 3.7051076889038086, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 3.2147021293640137, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 1.7351906299591064, precision: 0.800000011920929, recall: 0.7843137383460999, f1score: 0.79207922031968
Model: tanh-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 2.400441884994507, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 2.721837043762207, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 3.888169288635254, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 4.621946811676025, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: tanh-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 2.8151443004608154, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 2.776503562927246, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 3.813383102416992, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 2.8417935371398926, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: tanh-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 4.162318706512451, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: tanh-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 2.8464953899383545, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 2.3161280155181885, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: tanh-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 3.5317890644073486, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: tanh-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 2.843651294708252, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: tanh-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 4.342763900756836, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 2.8169806003570557, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: tanh-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 2.3284990787506104, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: tanh-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 4.442337512969971, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 1.9973267316818237, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 3.3857147693634033, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: tanh-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 2.848088026046753, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: tanh-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 2.1545701026916504, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 2.507495880126953, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: sigmoid-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 3.998122453689575, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: sigmoid-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 1.7235078811645508, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: sigmoid-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 1.5637751817703247, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: sigmoid-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 3.3526031970977783, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: sigmoid-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.6666666865348816, loss: 3.7179296016693115, precision: 0.6666666865348816, recall: 0.6666666865348816, f1score: 0.6666666865348816
Model: sigmoid-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 4.080681800842285, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: sigmoid-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 3.12526535987854, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: sigmoid-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 2.760266065597534, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: sigmoid-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 2.2082691192626953, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: sigmoid-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 1.9846508502960205, precision: 0.7599999904632568, recall: 0.7450980544090271, f1score: 0.7524752505981807
Model: sigmoid-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 4.327075004577637, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: sigmoid-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.686274528503418, loss: 2.833418369293213, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: sigmoid-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 2.0223968029022217, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: sigmoid-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 3.815826416015625, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: sigmoid-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 2.0027246475219727, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: sigmoid-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 4.430160999298096, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: sigmoid-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 2.2226402759552, precision: 0.7200000286102295, recall: 0.7058823704719543, f1score: 0.7128713100917806
Model: sigmoid-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 2.5203752517700195, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: sigmoid-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 2.766942024230957, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: sigmoid-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 1.572620153427124, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: sigmoid-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 3.343554973602295, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: sigmoid-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 2.1969122886657715, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: sigmoid-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 2.280866861343384, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: sigmoid-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 3.439746379852295, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-linear-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 3.526081085205078, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: leakyRelu-linear-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8627451062202454, loss: 1.4716410636901855, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: leakyRelu-linear-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.843137264251709, loss: 2.119481325149536, precision: 0.843137264251709, recall: 0.843137264251709, f1score: 0.843137264251709
Model: leakyRelu-linear-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 2.8153235912323, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 3.0468711853027344, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: leakyRelu-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 4.706057548522949, precision: 0.7599999904632568, recall: 0.7450980544090271, f1score: 0.7524752505981807
Model: leakyRelu-relu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 2.5958166122436523, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: leakyRelu-relu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 1.8632283210754395, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: leakyRelu-relu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 3.997116804122925, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: leakyRelu-tanh-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7254902124404907, loss: 3.1525371074676514, precision: 0.7346938848495483, recall: 0.7058823704719543, f1score: 0.7200000126242637
Model: leakyRelu-tanh-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 3.958082914352417, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: leakyRelu-tanh-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 2.1889922618865967, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
