User 0: 0.6666667 precision; in the following cases: 
0.36296296 accuracy; 0.030364374 recall; 0.9 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
--------------------------------------------------------------
User 14: 0.7 precision; in the following cases: 
0.86666673 accuracy; 0.87152773 recall; 0.2 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.15 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.1 treshold; 4.0wc; [0.0, 0.1, 0.2, 0.7, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.1 treshold; 4.0wc; [0.0, 0.1, 0.3, 0.6, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.1 treshold; 4.0wc; [0.0, 0.1, 0.4, 0.5, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.1 treshold; 4.0wc; [0.0, 0.2, 0.3, 0.5, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.1 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.05 treshold; 4.0wc; [0.0, 0.1, 0.2, 0.7, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.05 treshold; 4.0wc; [0.0, 0.1, 0.3, 0.6, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.05 treshold; 4.0wc; [0.0, 0.1, 0.4, 0.5, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.05 treshold; 4.0wc; [0.0, 0.2, 0.3, 0.5, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.05 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.0 treshold; 4.0wc; [0.0, 0.1, 0.2, 0.7, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.0 treshold; 4.0wc; [0.0, 0.1, 0.3, 0.6, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.0 treshold; 4.0wc; [0.0, 0.1, 0.4, 0.5, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.0 treshold; 4.0wc; [0.0, 0.2, 0.3, 0.5, 0.0] as factor vector
0.86666673 accuracy; 0.87152773 recall; 0.0 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
--------------------------------------------------------------
User 15: 0.7738095 precision; in the following cases: 
0.8962963 accuracy; 0.8619048 recall; 0.1 treshold; 4.0wc; [0.1, 0.1, 0.2, 0.6, 0.0] as factor vector
0.8962963 accuracy; 0.8619048 recall; 0.05 treshold; 4.0wc; [0.1, 0.1, 0.2, 0.6, 0.0] as factor vector
0.8962963 accuracy; 0.8619048 recall; 0.05 treshold; 4.0wc; [0.1, 0.1, 0.3, 0.5, 0.0] as factor vector
0.8962963 accuracy; 0.8619048 recall; 0.0 treshold; 4.0wc; [0.1, 0.1, 0.2, 0.6, 0.0] as factor vector
0.8962963 accuracy; 0.8619048 recall; 0.0 treshold; 4.0wc; [0.1, 0.1, 0.3, 0.5, 0.0] as factor vector
--------------------------------------------------------------
User 16: 0.7037037 precision; in the following cases: 
0.52592593 accuracy; 0.47584543 recall; 0.95 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.9 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.85 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.8 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.75 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.75 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.7 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.7 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.65 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.65 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.6 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.6 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.6 treshold; 4.0wc; [0.0, 0.0, 0.2, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.6 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.55 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.55 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.55 treshold; 4.0wc; [0.0, 0.0, 0.2, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.55 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.5 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.5 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.5 treshold; 4.0wc; [0.0, 0.0, 0.2, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.5 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.45 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.45 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.45 treshold; 4.0wc; [0.0, 0.0, 0.2, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.45 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.45 treshold; 4.0wc; [0.1, 0.1, 0.1, 0.7, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.4 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.4 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.4 treshold; 4.0wc; [0.0, 0.0, 0.2, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.4 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.4 treshold; 4.0wc; [0.1, 0.1, 0.1, 0.7, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.35 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.35 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.35 treshold; 4.0wc; [0.0, 0.0, 0.2, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.35 treshold; 4.0wc; [0.0, 0.0, 0.3, 0.7, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.35 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.35 treshold; 4.0wc; [0.0, 0.1, 0.2, 0.7, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.35 treshold; 4.0wc; [0.1, 0.1, 0.1, 0.7, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.3 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.3 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.3 treshold; 4.0wc; [0.0, 0.0, 0.2, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.3 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.3 treshold; 4.0wc; [0.1, 0.1, 0.1, 0.7, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.25 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.25 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.25 treshold; 4.0wc; [0.0, 0.0, 0.2, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.25 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.25 treshold; 4.0wc; [0.1, 0.1, 0.1, 0.7, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.2 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.2 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.15 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.15 treshold; 4.0wc; [0.0, 0.0, 0.1, 0.9, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.1 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.05 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
0.52592593 accuracy; 0.47584543 recall; 0.0 treshold; 4.0wc; [0.0, 0.0, 0.0, 1.0, 0.0] as factor vector
--------------------------------------------------------------
User 17: 0.70238096 precision; in the following cases: 
0.6296296 accuracy; 0.5925926 recall; 0.2 treshold; 4.0wc; [0.1, 0.1, 0.1, 0.7, 0.0] as factor vector
0.6296296 accuracy; 0.5925926 recall; 0.15 treshold; 4.0wc; [0.1, 0.1, 0.1, 0.7, 0.0] as factor vector
--------------------------------------------------------------
User 18: 0.77777785 precision; in the following cases: 
0.73333335 accuracy; 0.69453734 recall; 0.2 treshold; 4.0wc; [0.1, 0.2, 0.2, 0.5, 0.0] as factor vector
0.73333335 accuracy; 0.69453734 recall; 0.15 treshold; 4.0wc; [0.1, 0.2, 0.2, 0.5, 0.0] as factor vector
--------------------------------------------------------------
User 19: 0.68115944 precision; in the following cases: 
0.6740741 accuracy; 0.64126986 recall; 0.3 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.6740741 accuracy; 0.64126986 recall; 0.25 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
--------------------------------------------------------------
User 20: 0.6862745 precision; in the following cases: 
0.52592593 accuracy; 0.5162963 recall; 0.3 treshold; 4.0wc; [0.0, 0.1, 0.2, 0.7, 0.0] as factor vector
0.52592593 accuracy; 0.5162963 recall; 0.25 treshold; 4.0wc; [0.0, 0.1, 0.2, 0.7, 0.0] as factor vector
0.52592593 accuracy; 0.5162963 recall; 0.2 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
0.52592593 accuracy; 0.5162963 recall; 0.15 treshold; 4.0wc; [0.0, 0.1, 0.1, 0.8, 0.0] as factor vector
--------------------------------------------------------------
User 21: 0.6910569 precision; in the following cases: 
0.43703708 accuracy; 0.39740655 recall; 1.0 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 1.0 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.95 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.95 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.95 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.95 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.95 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.9 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.9 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.9 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.9 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.9 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.9 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.9 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.9 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.85 treshold; 3.0wc; [0.0, 0.2, 0.8, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.85 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.85 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.85 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.85 treshold; 3.0wc; [0.1, 0.1, 0.8, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.85 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.85 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.85 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.8 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.8 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.8 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.8 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.8 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.8 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.8 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.8 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.8 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.75 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.75 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.75 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.75 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.75 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.75 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.75 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.75 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.75 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.0, 0.3, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.7 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.65 treshold; 3.0wc; [0.0, 0.4, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.65 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.65 treshold; 3.0wc; [0.1, 0.3, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.65 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.65 treshold; 3.0wc; [0.2, 0.2, 0.6, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.65 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.65 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.65 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.6 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.6 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.6 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.6 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.6 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.55 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.55 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.55 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.55 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.55 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.5 treshold; 3.0wc; [0.0, 0.5, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.5 treshold; 3.0wc; [0.1, 0.4, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.5 treshold; 3.0wc; [0.2, 0.3, 0.5, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.5 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.5 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.45 treshold; 3.0wc; [0.2, 0.4, 0.4, 0.0, 0.0] as factor vector
0.43703708 accuracy; 0.39740655 recall; 0.45 treshold; 3.0wc; [0.3, 0.3, 0.4, 0.0, 0.0] as factor vector
--------------------------------------------------------------
User 22: 0.6666667 precision; in the following cases: 
0.48148146 accuracy; 0.14333333 recall; 0.65 treshold; 4.0wc; [0.1, 0.1, 0.1, 0.7, 0.0] as factor vector
0.48148146 accuracy; 0.14333333 recall; 0.6 treshold; 4.0wc; [0.1, 0.1, 0.1, 0.7, 0.0] as factor vector
0.45185184 accuracy; 0.11333333 recall; 0.6 treshold; 4.0wc; [0.1, 0.1, 0.2, 0.6, 0.0] as factor vector
0.45185184 accuracy; 0.11333333 recall; 0.55 treshold; 4.0wc; [0.1, 0.1, 0.2, 0.6, 0.0] as factor vector
0.45185184 accuracy; 0.11333333 recall; 0.45 treshold; 4.0wc; [0.1, 0.1, 0.3, 0.5, 0.0] as factor vector
0.48148146 accuracy; 0.14333333 recall; 0.45 treshold; 4.0wc; [0.1, 0.2, 0.2, 0.5, 0.0] as factor vector
0.4666667 accuracy; 0.12666667 recall; 0.4 treshold; 4.0wc; [0.1, 0.1, 0.3, 0.5, 0.0] as factor vector
0.52592593 accuracy; 0.18333334 recall; 0.4 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
0.49629632 accuracy; 0.15666667 recall; 0.4 treshold; 4.0wc; [0.1, 0.2, 0.2, 0.5, 0.0] as factor vector
0.48148146 accuracy; 0.14 recall; 0.4 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
0.45185184 accuracy; 0.11 recall; 0.4 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.52592593 accuracy; 0.18666667 recall; 0.4 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.40740743 accuracy; 0.07 recall; 0.4 treshold; 4.0wc; [0.2, 0.2, 0.3, 0.3, 0.0] as factor vector
0.52592593 accuracy; 0.18333334 recall; 0.35 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
0.48148146 accuracy; 0.14 recall; 0.35 treshold; 4.0wc; [0.1, 0.2, 0.3, 0.4, 0.0] as factor vector
0.45185184 accuracy; 0.11 recall; 0.35 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.52592593 accuracy; 0.18666667 recall; 0.35 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.40740743 accuracy; 0.07 recall; 0.35 treshold; 4.0wc; [0.2, 0.2, 0.3, 0.3, 0.0] as factor vector
0.65925926 accuracy; 0.32 recall; 0.3 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.52592593 accuracy; 0.18666667 recall; 0.3 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.5555556 accuracy; 0.21333334 recall; 0.3 treshold; 4.0wc; [0.2, 0.2, 0.3, 0.3, 0.0] as factor vector
0.65925926 accuracy; 0.32 recall; 0.25 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.52592593 accuracy; 0.18666667 recall; 0.25 treshold; 4.0wc; [0.2, 0.2, 0.2, 0.4, 0.0] as factor vector
0.5555556 accuracy; 0.21333334 recall; 0.25 treshold; 4.0wc; [0.2, 0.2, 0.3, 0.3, 0.0] as factor vector
--------------------------------------------------------------
User 23: 0.77777785 precision; in the following cases: 
0.82222223 accuracy; 0.7561905 recall; 0.2 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
0.82222223 accuracy; 0.7561905 recall; 0.15 treshold; 4.0wc; [0.1, 0.1, 0.4, 0.4, 0.0] as factor vector
--------------------------------------------------------------
User 24: 0.6984127 precision; in the following cases: 
0.43703708 accuracy; 0.38174602 recall; 0.6 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
0.43703708 accuracy; 0.38174602 recall; 0.6 treshold; 4.0wc; [0.0, 0.3, 0.3, 0.4, 0.0] as factor vector
0.43703708 accuracy; 0.38174602 recall; 0.6 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.43703708 accuracy; 0.38174602 recall; 0.55 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
0.43703708 accuracy; 0.38174602 recall; 0.55 treshold; 4.0wc; [0.0, 0.3, 0.3, 0.4, 0.0] as factor vector
0.43703708 accuracy; 0.38174602 recall; 0.55 treshold; 4.0wc; [0.1, 0.3, 0.3, 0.3, 0.0] as factor vector
0.43703708 accuracy; 0.38174602 recall; 0.5 treshold; 4.0wc; [0.0, 0.1, 0.4, 0.5, 0.0] as factor vector
0.43703708 accuracy; 0.38174602 recall; 0.5 treshold; 4.0wc; [0.0, 0.2, 0.3, 0.5, 0.0] as factor vector
0.43703708 accuracy; 0.38174602 recall; 0.5 treshold; 4.0wc; [0.0, 0.2, 0.4, 0.4, 0.0] as factor vector
