User 3: 0.6738351 recall; in the following cases: 
0.42222223 accuracy; 0.41609457 precision; 0.9 treshold; 3.0wc; [0.0, 0.1, 0.9, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.25 treshold; 3.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.2 treshold; 3.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.15 treshold; 3.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.1 treshold; 3.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.05 treshold; 3.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.0, 1.0, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.1, 0.9, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.2, 0.8, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.6, 0.4, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.7, 0.3, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.8, 0.2, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [0.9, 0.1, 0.0, 0.0, 0.0] as factor vector
0.42222223 accuracy; 0.41125348 precision; 0.0 treshold; 3.0wc; [1.0, 0.0, 0.0, 0.0, 0.0] as factor vector
--------------------------------------------------------------
User 15: 0.69019604 recall; in the following cases: 
0.4984127 accuracy; 0.46495652 precision; 0.2 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.4984127 accuracy; 0.46495652 precision; 0.15 treshold; 2.0wc; [0.4, 0.6, 0.0, 0.0, 0.0] as factor vector
0.4984127 accuracy; 0.46495652 precision; 0.15 treshold; 2.0wc; [0.5, 0.5, 0.0, 0.0, 0.0] as factor vector
0.4984127 accuracy; 0.46495652 precision; 0.1 treshold; 2.0wc; [0.3, 0.7, 0.0, 0.0, 0.0] as factor vector
--------------------------------------------------------------
User 20: 0.7 recall; in the following cases: 
0.42857143 accuracy; 0.36549708 precision; 0.75 treshold; 4.0wc; [0.1, 0.0, 0.7, 0.2, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.65 treshold; 4.0wc; [0.1, 0.0, 0.6, 0.3, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.55 treshold; 4.0wc; [0.1, 0.0, 0.5, 0.4, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.5 treshold; 4.0wc; [0.2, 0.0, 0.4, 0.4, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.45 treshold; 4.0wc; [0.1, 0.0, 0.4, 0.5, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.4 treshold; 4.0wc; [0.2, 0.0, 0.3, 0.5, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.35 treshold; 4.0wc; [0.1, 0.0, 0.3, 0.6, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.3 treshold; 4.0wc; [0.2, 0.0, 0.2, 0.6, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.25 treshold; 4.0wc; [0.1, 0.0, 0.2, 0.7, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.25 treshold; 4.0wc; [0.3, 0.0, 0.1, 0.6, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.2 treshold; 4.0wc; [0.2, 0.0, 0.1, 0.7, 0.0] as factor vector
0.42857143 accuracy; 0.36549708 precision; 0.15 treshold; 4.0wc; [0.1, 0.0, 0.1, 0.8, 0.0] as factor vector
--------------------------------------------------------------
User 29: 0.58 recall; in the following cases: 
0.50476193 accuracy; 0.33336625 precision; 0.4 treshold; 3.0wc; [0.1, 0.7, 0.2, 0.0, 0.0] as factor vector
--------------------------------------------------------------
User 32: 0.71228075 recall; in the following cases: 
0.4793651 accuracy; 0.41837063 precision; 0.85 treshold; 5.0wc; [0.4, 0.0, 0.4, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.85 treshold; 5.0wc; [0.4, 0.0, 0.5, 0.1, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.85 treshold; 5.0wc; [0.5, 0.0, 0.3, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.85 treshold; 5.0wc; [0.5, 0.0, 0.4, 0.1, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.85 treshold; 5.0wc; [0.6, 0.0, 0.2, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.85 treshold; 5.0wc; [0.8, 0.0, 0.0, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.85 treshold; 5.0wc; [0.8, 0.0, 0.1, 0.1, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.85 treshold; 5.0wc; [0.9, 0.0, 0.0, 0.1, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.1, 0.0, 0.6, 0.1, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.1, 0.0, 0.8, 0.1, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.2, 0.0, 0.5, 0.1, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.2, 0.0, 0.6, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.3, 0.0, 0.4, 0.1, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.3, 0.0, 0.5, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.4, 0.0, 0.3, 0.1, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.4, 0.0, 0.4, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.4, 0.0, 0.5, 0.1, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.5, 0.0, 0.2, 0.1, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.5, 0.0, 0.3, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.5, 0.0, 0.4, 0.1, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.6, 0.0, 0.1, 0.1, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.6, 0.0, 0.2, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.7, 0.0, 0.0, 0.1, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.8, 0.0, 0.0, 0.1, 0.1] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.8, 0.0, 0.1, 0.1, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.8 treshold; 5.0wc; [0.9, 0.0, 0.0, 0.1, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.7 treshold; 5.0wc; [0.8, 0.0, 0.0, 0.2, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.4, 0.0, 0.0, 0.2, 0.4] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.4, 0.0, 0.1, 0.2, 0.3] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.4, 0.0, 0.2, 0.2, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.4, 0.0, 0.4, 0.2, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.5, 0.0, 0.0, 0.2, 0.3] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.5, 0.0, 0.1, 0.2, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.5, 0.0, 0.3, 0.2, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.6, 0.0, 0.0, 0.2, 0.2] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.6, 0.0, 0.2, 0.2, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.7, 0.0, 0.1, 0.2, 0.0] as factor vector
0.4793651 accuracy; 0.41837063 precision; 0.65 treshold; 5.0wc; [0.8, 0.0, 0.0, 0.2, 0.0] as factor vector
--------------------------------------------------------------
User 36: 0.7192982 recall; in the following cases: 
0.49206352 accuracy; 0.41075918 precision; 1.0 treshold; 4.0wc; [0.2, 0.1, 0.7, 0.0, 0.0] as factor vector
0.49206352 accuracy; 0.41075918 precision; 1.0 treshold; 4.0wc; [0.4, 0.2, 0.4, 0.0, 0.0] as factor vector
0.49206352 accuracy; 0.41075918 precision; 0.95 treshold; 4.0wc; [0.2, 0.1, 0.7, 0.0, 0.0] as factor vector
0.49206352 accuracy; 0.41075918 precision; 0.95 treshold; 4.0wc; [0.4, 0.2, 0.4, 0.0, 0.0] as factor vector
0.49206352 accuracy; 0.41075918 precision; 0.9 treshold; 4.0wc; [0.4, 0.2, 0.4, 0.0, 0.0] as factor vector
0.49206352 accuracy; 0.41075918 precision; 0.85 treshold; 4.0wc; [0.4, 0.2, 0.4, 0.0, 0.0] as factor vector
--------------------------------------------------------------
best recall summary
User 3, with 0.67383504 as best recall, has average best case: 0.42222223 accuracy; 0.4160946 precision; 0.5277778 treshold; 3.0wc; [0.011111111, 0.41111112, 0.57777774, 0.0, 0.0] as factor vector
User 4, with 0.67724866 as best recall, has average best case: 0.6126984 accuracy; 0.6039305 precision; 0.1 treshold; 4.0wc; [0.1, 0.2, 0.7, 0.0, 0.0] as factor vector
User 7, with 0.56353414 as best recall, has average best case: 0.47936517 accuracy; 0.39376527 precision; 0.40499994 treshold; 4.733333wc; [0.18999998, 0.24666667, 0.31666666, 0.03666667, 0.21000001] as factor vector
User 11, with 0.6764706 as best recall, has average best case: 0.37142858 accuracy; 0.35275304 precision; 0.32000002 treshold; 5.0wc; [0.34, 0.120000005, 0.3, 0.04, 0.2] as factor vector
User 14, with 0.6400267 as best recall, has average best case: 0.42222217 accuracy; 0.41125354 precision; 0.43725494 treshold; 3.0wc; [0.4784314, 0.5205882, 0.0009803922, 0.0, 0.0] as factor vector
User 15, with 0.69019604 as best recall, has average best case: 0.4984127 accuracy; 0.46495652 precision; 0.15 treshold; 2.0wc; [0.425, 0.575, 0.0, 0.0, 0.0] as factor vector
User 20, with 0.7 as best recall, has average best case: 0.42857137 accuracy; 0.36549708 precision; 0.39999998 treshold; 4.0wc; [0.15, 0.0, 0.32499996, 0.525, 0.0] as factor vector
User 29, with 0.58 as best recall, has average best case: 0.50476193 accuracy; 0.33336625 precision; 0.4 treshold; 3.0wc; [0.1, 0.7, 0.2, 0.0, 0.0] as factor vector
User 32, with 0.7122807 as best recall, has average best case: 0.47936505 accuracy; 0.41837057 precision; 0.7644736 treshold; 5.0wc; [0.5210526, 0.0, 0.24210529, 0.13157892, 0.10526316] as factor vector
User 36, with 0.7192982 as best recall, has average best case: 0.49206352 accuracy; 0.41075918 precision; 0.94166666 treshold; 4.0wc; [0.33333334, 0.16666667, 0.50000006, 0.0, 0.0] as factor vector

˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅˄˅

average of the average cases of all users: 
0.663289 recall; 0.47111112 accuracy; 0.41707462 precision; 0.44461733 treshold; 3.7733333wc; [0.26489285, 0.29400328, 0.316253, 0.07332455, 0.05152632] as factor vector
